"Count","Tradelist Count","Name","Edition","Condition","Language","Foil","Tags","Last Modified","Collector Number","Alter","Proxy","Purchase Price"
"1","1","Contagion Clasp","pip","Near Mint","English","","","2025-12-20 13:07:20.400000","229","False","False",""
"1","1","Contagious Vorrac","one","Near Mint","English","","","2025-02-11 08:26:00.563000","164","False","False",""
"1","1","Contagious Vorrac","one","Near Mint","English","","","2024-11-28 06:23:20.300000","164","False","False",""
"1","1","Contaminated Aquifer","dmu","Near Mint","English","","","2025-08-17 01:26:28.890000","245","False","False","0.94"
"1","1","Contaminated Drink","pip","Near Mint","English","","","2025-12-20 13:07:20.400000","99","False","False",""
"1","1","Continue?","tmc","Near Mint","English","","","2026-03-08 21:46:54.147000","7","False","False",""
"1","1","Convert to Slime","dsc","Near Mint","English","","","2025-12-22 04:28:52.863000","37","False","False",""
"1","1","Copper Longlegs","one","Near Mint","English","","","2024-11-28 06:23:08.067000","165","False","False",""
"1","1","Copper Longlegs","one","Near Mint","English","","","2025-02-11 08:26:00.563000","165","False","False",""
"3","3","Copy","tmkc","Near Mint","English","","","2026-02-28 00:01:37.543000","27","False","False",""
"1","1","Copy","tmh3","Near Mint","English","","","2026-02-28 00:07:47.500000","1","False","False",""
"1","1","Copy","tpip","Near Mint","English","","","2026-02-28 00:02:25.733000","1","False","False",""
"1","1","Copy","totj","Near Mint","English","foil","","2026-02-28 00:23:58.623000","1","False","False","0.68"
"2","2","Copy","tpip","Near Mint","English","","","2026-02-27 22:24:32.177000","1","False","False",""
"1","1","Copy","tpip","Near Mint","English","","","2026-02-28 00:04:28.030000","1","False","False",""
"1","1","Copy","tmkc","Near Mint","English","","","2026-02-28 00:07:01.523000","27","False","False",""
"1","1","Copy","tpip","Near Mint","English","","","2026-02-27 23:57:32.893000","1","False","False",""
"1","1","Copy","tpip","Near Mint","English","","","2026-02-27 23:57:43.840000","1","False","False",""
"1","1","Copy","tpip","Near Mint","English","","","2026-02-27 23:58:11.907000","1","False","False",""
"1","1","Copy","tpip","Near Mint","English","","","2026-02-27 22:51:33.567000","1","False","False",""
"1","1","Copy","tpip","Near Mint","English","","","2026-02-27 23:11:33.013000","1","False","False",""
"1","1","Copy","tpip","Near Mint","English","","","2026-02-27 23:13:36.740000","1","False","False",""
"1","1","Copy","ttmt","Near Mint","English","","","2026-03-09 12:22:46.837000","1","False","False",""
"1","1","Copy","tmh3","Near Mint","English","","","2026-02-28 00:07:56.420000","1","False","False",""
"1","1","Copy","ttmt","Near Mint","English","","","2026-03-09 12:22:46.837000","1","False","False",""
"1","1","Copy","ttdm","Near Mint","English","","","2026-02-28 00:09:12.367000","1","False","False",""
"1","1","Copy","tsos","Near Mint","English","","","2026-05-07 19:27:05.923000","1","False","False",""
"1","1","Copy","tdsk","Near Mint","English","","","2026-02-28 00:09:44.047000","1","False","False",""
"1","1","Copy","tdsk","Near Mint","English","","","2026-02-28 00:09:33.680000","1","False","False",""
"1","1","Copy","tdsk","Near Mint","English","","","2026-02-28 00:08:46.067000","1","False","False",""
"1","1","Copy","tznr","Good (Lightly Played)","English","","","2026-02-24 16:24:28.893000","12","False","False",""
"1","1","Copy","tsos","Near Mint","English","","","2026-05-07 18:29:10.477000","1","False","False",""
"1","1","Copy","tbrc","Near Mint","English","","","2026-02-28 00:06:32.180000","1","False","False",""
"1","1","Copy Catchers","mkc","Near Mint","English","","","2025-12-20 13:12:20.170000","20","False","False",""
"1","1","Copy Land","m3c","Near Mint","English","","","2025-12-21 22:14:24.187000","99","False","False",""
"1","1","Coram, the Undertaker","m3c","Near Mint","English","foil","","2025-12-21 22:15:33.117000","7","False","False",""
"1","1","Cornered by Black Mages","fin","Near Mint","English","","","2025-08-17 02:24:43.943000","93","False","False",""
"1","1","Corpsejack Menace","tmc","Near Mint","English","","","2026-03-09 11:57:39.163000","56","False","False",""
"1","1","Corpsejack Menace","pip","Near Mint","English","","","2025-12-20 13:07:20.400000","214","False","False",""
"1","1","Corrupt Court Official","tla","Near Mint","English","","","2025-12-27 02:01:37.917000","92","False","False",""
"1","1","Corrupt Court Official","tla","Near Mint","English","","","2025-12-27 02:04:28.330000","92","False","False",""
"1","1","Corrupted Conviction","otj","Near Mint","English","","","2025-08-30 16:38:13.703000","84","False","False",""
"1","1","Corrupted Conviction","otj","Near Mint","English","","","2026-02-06 19:29:25.720000","84","False","False",""
"1","1","Cosmogrand Zenith","eoe","Near Mint","English","","","2025-12-26 11:15:11.680000","9","False","False",""
"1","1","Costly Plunder","2xm","Near Mint","English","","","2025-03-18 04:53:49.410000","80","False","False","0.65"
"1","1","Costume Closet","spm","Near Mint","English","","","2026-02-06 01:41:37.653000","5","False","False",""
"1","1","Counterflux","c15","Near Mint","English","","","2025-08-17 01:48:18.500000","214","False","False","0.60"
"1","1","Counterpoint","mkc","Near Mint","English","","","2025-12-20 13:12:20.170000","41","False","False",""
"1","1","Counterspell","dsc","Near Mint","English","","","2025-12-26 23:37:00.350000","114","False","False",""
"1","1","Counterspell","cmm","Near Mint","English","foil","","2025-04-23 09:38:54.453000","630","False","False","5.33"
"1","1","Counterspell","scd","Near Mint","English","","","2025-11-20 19:59:12.687000","45","False","False",""
"1","1","Courageous Goblin","fdn","Near Mint","English","","","2025-02-11 08:26:00.563000","82","False","False",""
"1","1","Courier of Comestibles","pw26","Near Mint","English","","","2026-05-08 12:26:55.873000","6","False","False",""
"1","1","Coveted Jewel","scd","Near Mint","English","","","2025-12-20 13:07:20.400000","262","False","False",""
"1","1","Cracked Skull","dsk","Near Mint","English","","","2026-05-08 12:34:10.310000","88","False","False",""
"1","1","Crackle with Power","otp","Good (Lightly Played)","English","","","2025-02-10 13:32:31.687000","22","False","False","2.01"
"1","1","Crackling Cyclops","fdn","Near Mint","English","","","2025-07-07 03:02:22.337000","83","False","False",""
"1","1","Crackling Cyclops","fdn","Near Mint","English","","","2025-02-11 08:26:00.563000","83","False","False",""
"1","1","Crackling Spellslinger","otc","Near Mint","English","","","2025-12-25 22:37:19.180000","25","False","False",""
"1","1","Craig Boone, Novac Guard","pip","Near Mint","English","","","2025-12-20 13:07:20.400000","100","False","False",""
"1","1","Cramped Vents // Access Maze","dsc","Near Mint","English","","","2025-12-22 04:28:46.833000","17","False","False",""
"1","1","Cranial Plating","brc","Near Mint","English","","","2025-12-25 23:50:58.330000","136","False","False",""
"1","1","Cranial Plating","c16","Good (Lightly Played)","English","","","2025-04-23 09:27:40.803000","249","False","False","0.71"
"1","1","Cranial Ram","mh3","Near Mint","English","","","2025-02-11 08:26:00.563000","180","False","False","0.24"
"1","1","Cranial Ram","mh3","Near Mint","English","","","2025-03-06 04:06:20.477000","180","False","False",""
"1","1","Cranial Ram","mh3","Near Mint","English","","","2025-03-18 04:53:49.410000","180","False","False",""
"1","1","Crash and Burn","dft","Near Mint","English","","","2025-07-07 03:10:09.837000","119","False","False",""
"1","1","Crash and Burn","dft","Near Mint","English","","","2025-02-11 08:26:00.563000","119","False","False",""
"1","1","Crash and Burn","dft","Near Mint","English","","","2026-01-12 23:11:50.420000","119","False","False",""
"1","1","Crashing Wave","tla","Near Mint","English","","","2025-12-27 02:04:28.330000","47","False","False",""
"1","1","Crawling Chorus","one","Near Mint","English","","","2024-11-10 06:29:05.337000","8","False","False",""
"1","1","Crawling Chorus","one","Near Mint","English","","","2025-02-11 08:26:00.563000","8","False","False",""
"1","1","Crawling Sensation","dsc","Near Mint","English","","","2025-12-22 04:28:52.863000","173","False","False",""
"1","1","Creeping Peeper","dsk","Near Mint","English","","","2025-02-11 08:26:00.563000","46","False","False",""
"1","1","Creeping Peeper","dsk","Near Mint","English","","","2026-05-08 12:34:18.627000","46","False","False",""
"1","1","Creepy Puppeteer","vow","Near Mint","English","","","2025-08-17 02:16:26.873000","151","False","False",""
"1","1","Crescent Island Temple","tla","Near Mint","English","","","2025-12-27 02:04:28.330000","129","False","False",""
"1","1","Crime Novelist","mkm","Near Mint","English","","","2025-03-11 01:15:51.343000","121","False","False","0.77"
"1","1","Crimestopper Sprite","mkm","Near Mint","English","","","2025-08-17 02:28:53.167000","49","False","False",""
"1","1","Crimson Caravaneer","pip","Near Mint","English","","","2025-12-20 13:07:20.400000","56","False","False",""
"1","1","Crippling Fear","scd","Near Mint","English","","","2025-12-20 13:07:20.400000","72","False","False",""
"1","1","Crossroads Watcher","ecl","Near Mint","English","","","2026-02-06 02:01:14.130000","173","False","False",""
"1","1","Crucible of Fire","scd","Near Mint","English","","","2025-12-20 13:07:20.400000","129","False","False",""
"1","1","Cruel Grimnarch","one","Near Mint","English","","","2025-02-11 08:26:00.563000","88","False","False",""
"1","1","Cruel Grimnarch","one","Near Mint","English","","","2024-11-10 06:22:45.100000","88","False","False",""
"1","1","Cruel Revival","scd","Near Mint","English","","","2025-12-20 13:07:20.400000","73","False","False",""
"1","1","Crusader of Odric","inr","Near Mint","English","","","2025-08-17 02:32:30.037000","18","False","False",""
"1","1","Crush Contraband","scd","Near Mint","English","","","2025-12-20 13:06:05.637000","16","False","False",""
"1","1","Crush Contraband","pip","Near Mint","English","","","2025-12-20 13:07:20.400000","158","False","False",""
"3","3","Cryogen Relic","eoe","Near Mint","English","","","2025-08-17 02:56:23.873000","52","False","False",""
"1","1","Cryogen Relic","eoe","Near Mint","English","","","2025-08-17 03:03:26.607000","52","False","False",""
"1","1","Cryogen Relic","eoe","Near Mint","English","","","2025-08-15 23:06:41.070000","52","False","False",""
"1","1","Cryoshatter","eoe","Near Mint","English","","","2025-08-17 03:03:26.607000","53","False","False",""
"1","1","Cryoshatter","eoe","Near Mint","English","","","2025-08-15 23:06:48.323000","53","False","False",""
"1","1","Crypt Feaster","fdn","Near Mint","English","","","2025-07-07 03:03:29.003000","59","False","False",""
"1","1","Cryptcaller Chariot","dft","Near Mint","English","","","2025-02-11 08:26:00.563000","80","False","False",""
"1","1","Cryptic Annelid","tsr","Near Mint","English","","","2025-08-17 02:28:53.167000","60","False","False",""
"1","1","Cryptid Inspector","dsk","Near Mint","English","","","2026-05-08 12:34:10.310000","174","False","False",""
"1","1","Cryptolith Rite","soi","Near Mint","English","","","2025-07-25 13:03:21.703000","200","False","False","10.73"
"1","1","Cuboid Colony","sos","Near Mint","English","foil","","2026-05-08 12:02:52.723000","183","False","False",""
"1","1","Culling Ritual","dsc","Near Mint","English","","","2025-12-26 16:24:06.143000","85","False","False",""
"1","1","Culling the Weak","exo","Good (Lightly Played)","English","","","2025-08-29 16:49:04.070000","55","False","False","11.97"
"1","1","Cult Healer","dsk","Near Mint","English","","","2025-02-11 08:26:00.563000","2","False","False",""
"1","1","Cultivate","scd","Near Mint","English","","","2025-12-20 13:07:20.400000","177","False","False",""
"1","1","Cultivate","tmc","Near Mint","English","","","2026-03-09 11:57:39.163000","50","False","False",""
"1","1","Cultivate","pip","Near Mint","English","","","2025-12-20 13:07:20.400000","196","False","False",""
"1","1","Cultivate","pw23","Near Mint","English","foil","","2025-11-21 15:46:48.793000","6","False","False",""
"1","1","Cultivate","dsc","Near Mint","English","","","2025-12-22 04:28:59.933000","174","False","False",""
"1","1","Cultivate","40k","Near Mint","English","","","2025-08-30 16:37:13.577000","211","False","False",""
"1","1","Cultivator Colossus","inr","Near Mint","English","foil","","2025-07-25 13:03:21.703000","409","False","False",""
"1","1","Cunning Maneuver","tla","Near Mint","English","","","2025-12-27 02:04:28.330000","130","False","False",""
"1","1","Curate","mkc","Near Mint","English","","","2025-12-20 13:12:20.170000","99","False","False",""
"1","1","Curator Beastie","dsc","Near Mint","English","","","2025-12-22 04:28:59.933000","30","False","False",""
"1","1","Curie, Emergent Intelligence","pip","Near Mint","English","","","2025-12-20 13:07:20.400000","30","False","False",""
"1","1","Curie, Emergent Intelligence","pip","Near Mint","English","","","2025-07-24 16:25:10.740000","374","False","False",""
"1","1","Curious Farm Animals","tla","Near Mint","English","","","2025-12-27 02:04:28.330000","14","False","False",""
"1","1","Curse of Bounty","scd","Near Mint","English","","","2025-12-20 13:07:01.870000","178","False","False",""
"1","1","Curse of Disturbance","scd","Near Mint","English","","","2025-11-20 19:45:59.950000","74","False","False",""
"1","1","Curse of Opulence","tdc","Near Mint","English","","","2025-08-30 16:38:13.703000","209","False","False","2.12"
"1","1","Curse of the Swine","c21","Near Mint","English","","","2025-02-13 12:12:00.237000","118","False","False","0.37"
"1","1","Curse of the Swine","otc","Near Mint","English","","","2025-12-25 22:44:07.370000","92","False","False",""
"1","1","Curse of the Swine","m3c","Near Mint","English","","","2025-12-21 22:14:24.187000","179","False","False",""
"1","1","Curse of the Swine","soc","Near Mint","English","","","2026-05-08 11:49:04.560000","192","False","False",""
"1","1","Cursed Mirror","otc","Near Mint","English","","","2026-02-18 08:07:06.837000","161","False","False",""
"1","1","Cursed Windbreaker","dsk","Near Mint","English","","","2025-02-11 08:26:04.320000","47","False","False",""
"1","1","Cursed Wombat","mh3","Near Mint","English","","","2025-02-11 08:26:04.320000","181","False","False",""
"1","1","Curtains' Call","cmm","Near Mint","English","","","2026-02-06 19:29:25.720000","146","False","False",""
"1","1","Cut Propulsion","eoe","Near Mint","English","","","2025-08-15 23:30:12.037000","130","False","False",""
"1","1","Cutthroat Centurion","one","Near Mint","English","","","2025-02-11 08:26:04.320000","89","False","False",""
"1","1","Cutthroat Centurion","one","Near Mint","English","","","2024-11-10 06:22:31.847000","89","False","False",""
"1","1","Cycle of Renewal","tla","Near Mint","English","foil","","2025-12-27 02:04:28.330000","170","False","False",""
"1","1","Cycle of Renewal","tla","Near Mint","English","","","2025-12-27 02:02:28.057000","170","False","False",""
"1","1","D00-DL, Caricaturist","unf","Near Mint","English","","","2026-02-27 21:15:49.783000","274","False","False",""
"1","1","Daggermaw Megalodon","dsk","Near Mint","English","","","2025-02-11 08:26:04.320000","48","False","False",""
"1","1","Daggermaw Megalodon","dsk","Near Mint","English","","","2024-12-26 21:28:01.687000","48","False","False",""
"1","1","Daily Bugle Reporters","spm","Near Mint","English","","","2026-02-06 01:41:37.653000","6","False","False",""
"1","1","Dakmor Salvage","m3c","Near Mint","English","","","2025-12-21 22:39:45.747000","333","False","False",""
"1","1","Damn","mh2","Near Mint","English","","","2025-08-19 18:55:05.627000","449","False","False","5.39"
"1","1","Dance of the Tumbleweeds","otj","Near Mint","English","","","2025-08-17 01:57:00.577000","160","False","False",""
"1","1","Dance of the Tumbleweeds","otj","Near Mint","English","","","2025-04-19 14:13:59.097000","160","False","False",""
"1","1","Daretti, Rocketeer Engineer","dft","Near Mint","English","foil","","2026-01-12 23:36:35.140000","358","False","False",""
"1","1","Daring Mechanic","dft","Near Mint","English","","","2026-01-12 23:13:30.630000","11","False","False",""
"1","1","Daring Mechanic","dft","Near Mint","English","foil","","2026-01-12 23:36:35.140000","11","False","False",""
"1","1","Daring Mechanic","dft","Near Mint","English","","","2026-01-12 23:03:34.867000","11","False","False",""
"1","1","Dark Deal","frf","Near Mint","English","","","2025-08-23 13:59:47.297000","66","False","False","4.80"
"1","1","Dark Depths","m3c","Near Mint","English","","","2025-12-22 11:24:00.453000","334","False","False",""
"1","1","Dark Endurance","eoe","Near Mint","English","","","2025-08-15 23:20:27.733000","93","False","False",""
"1","1","Dark Ritual","ice","Played","English","","","2025-08-23 13:59:47.297000","120","False","False","2.03"
"1","1","Dark Wings Bring Your Downfall","dsc","Near Mint","English","","","2025-01-30 01:12:26.417000","332","False","False",""
"1","1","Darkmoss Bridge","dsc","Near Mint","English","","","2025-12-22 04:39:45.183000","269","False","False",""
"1","1","Darkness Descends","ecl","Near Mint","English","","","2026-02-06 02:01:02.213000","97","False","False",""
"1","1","Darksteel Citadel","brc","Near Mint","English","","","2026-02-18 08:35:06.587000","180","False","False",""
"1","1","Darksteel Juggernaut","brc","Near Mint","English","","","2025-12-25 23:48:40.830000","137","False","False",""
"1","1","Darkwater Catacombs","pip","Near Mint","English","","","2025-11-20 18:41:41.253000","260","False","False",""
"1","1","Darkwater Catacombs","mkc","Near Mint","English","","","2025-12-20 13:34:01.733000","257","False","False",""
"1","1","Dauntless Dismantler","lci","Near Mint","English","","","2025-08-17 02:31:32.820000","8","False","False",""
"1","1","Dauntless Escort","scd","Near Mint","English","","","2025-12-20 13:07:01.870000","223","False","False",""
"1","1","Dauntless Scrapbot","eoe","Near Mint","English","","","2025-08-19 18:44:47.930000","237","False","False","0.20"
"1","1","Dauthi Voidwalker","tdc","Near Mint","English","","","2025-09-10 21:05:55.267000","176","False","False","9.37"
"1","1","Dawn of Hope","scd","Near Mint","English","","","2025-12-20 13:07:01.870000","17","False","False",""
"1","1","Dawnhand Eulogist","ecl","Near Mint","English","foil","","2026-02-06 02:01:02.213000","99","False","False",""
"1","1","Dawnhand Eulogist","ecl","Near Mint","English","","","2026-02-06 00:31:42.857000","99","False","False",""
"1","1","Dawnhart Disciple","inr","Near Mint","English","","","2025-08-17 01:57:00.577000","191","False","False",""
"1","1","Dawnhart Rejuvenator","mid","Near Mint","English","foil","","2025-08-17 01:57:00.577000","301","False","False",""
"1","1","Dawn's Light Archer","ecl","Near Mint","English","","","2026-02-06 02:01:02.213000","174","False","False",""
"1","1","Dawnstrike Vanguard","eoe","Near Mint","English","","","2025-08-19 18:44:47.930000","10","False","False","0.13"
"1","1","Dazzling Angel","fdn","Near Mint","English","","","2025-02-11 08:26:04.320000","9","False","False",""
"1","1","Dead Weight","lci","Near Mint","English","","","2025-08-17 02:24:43.943000","99","False","False",""
"1","1","Deadbridge Chant","dsc","Near Mint","English","","","2025-12-22 04:28:52.863000","215","False","False",""
"1","1","Deadbridge Chant","m3c","Near Mint","English","","","2025-12-21 22:15:33.117000","258","False","False",""
"1","1","Deadeye Duelist","otj","Near Mint","English","","","2025-08-17 02:16:26.873000","119","False","False",""
"1","1","Deadhead","ugl","Near Mint","English","","","2025-06-11 00:32:00.917000","30","False","False",""
"1","1","Deadly Dispute","pip","Near Mint","English","","","2025-03-06 03:32:31.347000","184","False","False",""
"1","1","Deadly Dispute","tdc","Near Mint","English","","","2026-01-15 18:24:58.687000","177","False","False",""
"1","1","Deadly Precision","tla","Near Mint","English","","","2025-12-27 02:04:28.330000","95","False","False",""
"1","1","Deadly Tempest","scd","Near Mint","English","","","2026-01-15 05:20:13.270000","75","False","False",""
"1","1","Deafening Silence","eld","Good (Lightly Played)","English","","","2025-08-27 19:08:08.953000","10","False","False","1.69"
"1","1","Deal Damage","unh","Near Mint","English","","","2025-06-11 00:32:00.917000","74","False","False",""
"1","1","Deathbringer Regent","ncc","Near Mint","English","","","2025-12-25 23:04:41.427000","246","False","False",""
"1","1","Deathcap Cultivator","dsc","Near Mint","English","","","2025-12-22 04:28:52.863000","175","False","False",""
"1","1","Deathcap Marionette","lci","Near Mint","English","","","2025-08-17 02:24:43.943000","100","False","False",""
"1","1","Deathleaper, Terror Weapon","40k","Near Mint","English","","","2025-12-25 22:22:14.977000","115","False","False",""
"1","1","Deathless Pilot","dft","Near Mint","English","","","2025-02-11 08:26:04.320000","82","False","False",""
"1","1","Deathmist Raptor","dsc","Near Mint","English","","","2025-12-22 04:28:59.933000","176","False","False",""
"1","1","Deathreap Ritual","ncc","Near Mint","English","","","2025-12-25 22:57:46.190000","336","False","False",""
"1","1","Deathreap Ritual","dsc","Near Mint","English","","","2025-12-22 04:28:52.863000","86","False","False",""
"1","1","Deathreap Ritual","m3c","Near Mint","English","","","2025-12-21 22:15:33.117000","259","False","False",""
"1","1","Death's Presence","40k","Near Mint","English","","","2025-12-25 22:22:14.977000","212","False","False",""
"1","1","Debris Field Crusher","eoe","Near Mint","English","","","2025-08-15 23:30:12.037000","131","False","False",""
"1","1","Debtors' Transport","rvr","Near Mint","English","","","2025-08-17 02:24:43.943000","72","False","False",""
"1","1","Decadent Dragon // Expensive Taste","woe","Near Mint","English","","","2025-04-03 19:22:24.737000","287","False","False","0.00"
"1","1","Decanter of Endless Water","clb","Near Mint","English","","","2026-01-12 22:22:43.957000","444","False","False",""
"1","1","Decisive Denial","soc","Near Mint","English","","","2026-05-08 12:01:13.260000","304","False","False",""
"1","1","Decode Transmissions","eoe","Near Mint","English","","","2025-08-17 03:03:26.607000","94","False","False",""
"1","1","Decode Transmissions","eoe","Near Mint","English","","","2025-08-15 23:17:37.047000","94","False","False",""
"1","1","Deekah, Fractal Theorist","soc","Near Mint","English","","","2026-05-08 11:49:04.560000","193","False","False",""
"1","1","Deem Inferior","mh3","Near Mint","English","","","2025-02-08 22:56:28.210000","57","False","False",""
"1","1","Deem Inferior","mh3","Near Mint","English","","","2025-08-30 16:37:13.577000","57","False","False",""
"1","1","Deep Analysis","mkc","Near Mint","English","","","2025-12-20 13:12:20.170000","100","False","False",""
"1","1","Deep Analysis","otc","Near Mint","English","","","2025-12-25 22:44:07.370000","94","False","False",""
"1","1","Deep Analysis","mh3","Near Mint","English","","","2024-11-10 05:12:30.527000","268","False","False",""
"1","1","Deep Analysis","mh3","Near Mint","English","","","2025-02-11 08:26:04.320000","268","False","False",""
"1","1","Deep Analysis","cmm","Near Mint","English","","","2025-08-17 02:28:53.167000","86","False","False",""
"1","1","Deep Analysis","scd","Near Mint","English","","","2025-12-20 13:07:20.400000","46","False","False",""
"1","1","Deepwood Denizen","j25","Near Mint","English","","","2025-05-25 13:56:55.650000","648","False","False",""
"1","1","Defacing Duskmage // Vandal's Edit","soc","Near Mint","English","","","2026-05-08 11:29:57.987000","93","False","False",""
"1","1","Defend the Rider","dft","Near Mint","English","","","2026-01-12 23:36:35.140000","157","False","False",""
"1","1","Defenestrated Phantom","mkm","Near Mint","English","","","2025-08-17 02:31:15.967000","11","False","False",""
"1","1","Defense Grid","brr","Near Mint","English","","","2025-08-30 16:38:13.703000","76","False","False","5.33"
"1","1","Defibrillating Current","tdm","Near Mint","English","","","2025-04-12 21:46:51.113000","177","False","False",""
"1","1","Defiled Crypt // Cadaver Lab","dsk","Near Mint","English","","","2025-02-11 08:26:04.320000","91","False","False",""
"1","1","Deflecting Swat","sld","Near Mint","English","foil","","2025-11-03 21:19:22.350000","1552","False","False","45.98"
"1","1","Defossilize","lci","Near Mint","English","","","2025-08-17 02:24:43.943000","103","False","False",""
"2","2","Delta Bloodflies","tdm","Near Mint","English","","","2025-06-11 18:43:39.667000","77","False","False",""
"1","1","Delta Bloodflies","tdm","Near Mint","English","","","2025-04-12 21:46:51.113000","77","False","False",""
"1","1","Deluge of Doom","dsc","Near Mint","English","","","2025-12-22 04:28:52.863000","18","False","False",""
"1","1","Deluge Virtuoso","sos","Near Mint","English","foil","","2026-05-08 12:02:52.723000","42","False","False",""
"1","1","Deluge Virtuoso","sos","Near Mint","English","","","2026-05-08 12:12:25.237000","42","False","False",""
"1","1","Demand Answers","mkm","Near Mint","English","","","2025-08-30 16:38:13.703000","122","False","False","0.32"
"1","1","Demand Answers","mkm","Near Mint","English","foil","","2025-08-17 02:16:26.873000","122","False","False",""
"1","1","Demand Answers // Demand Answers","amkm","Near Mint","English","","","2026-01-13 02:53:09.663000","31","False","False",""
"1","1","Demanding Dragon","scd","Near Mint","English","","","2025-12-20 13:07:20.400000","130","False","False",""
"1","1","Demolish","rvr","Near Mint","English","","","2025-08-17 02:16:26.873000","106","False","False",""
"1","1","Demolisher Spawn","dsc","Near Mint","English","","","2025-12-22 04:28:52.863000","31","False","False",""
"1","1","Demolition Field","m3c","Near Mint","English","","","2026-02-18 08:35:06.587000","335","False","False",""
"1","1","Demon","tdsc","Near Mint","English","","","2026-02-17 11:47:05.150000","6","False","False",""
"1","1","Demon","tdsc","Near Mint","English","","","2026-02-14 12:16:29.313000","6","False","False",""
"1","1","Demon","tscd","Near Mint","English","","","2026-02-25 00:15:15.680000","12","False","False",""
"1","1","Demon of Fate's Design","dsc","Near Mint","English","","","2025-12-22 04:28:46.833000","137","False","False",""
"1","1","Demonic Covenant","dsc","Near Mint","English","","","2025-12-22 04:28:52.863000","19","False","False",""
"1","1","Demon's Disciple","cmm","Near Mint","English","","","2025-08-17 02:24:43.943000","149","False","False",""
"1","1","Depressurize","eoe","Near Mint","English","","","2025-08-17 03:03:26.607000","95","False","False",""
"1","1","Depressurize","eoe","Near Mint","English","","","2025-08-15 23:17:43.083000","95","False","False",""
"1","1","Depth Defiler","mh3","Near Mint","English","","","2025-02-11 08:26:04.320000","58","False","False",""
"1","1","Deputy of Acquittals","rvr","Near Mint","English","","","2025-08-17 01:48:18.500000","177","False","False",""
"1","1","Deranged Assistant","inr","Near Mint","English","","","2025-08-17 02:28:53.167000","61","False","False",""
"1","1","Deranged Assistant","cmm","Near Mint","English","","","2025-08-14 01:12:22.470000","87","False","False",""
"1","1","Derelict Attic // Widow's Walk","dsk","Near Mint","English","foil","","2025-02-11 08:26:04.320000","93","False","False",""
"1","1","Descent into Avernus","clb","Good (Lightly Played)","English","","","2025-03-11 01:15:51.343000","169","False","False","7.72"
"1","1","Desculpting Blast","eoe","Near Mint","English","","","2025-08-15 23:10:59.757000","54","False","False",""
"1","1","Desdemona, Freedom's Edge","pip","Near Mint","English","","","2025-12-20 13:07:20.400000","101","False","False",""
"1","1","Desert of the Indomitable","m3c","Near Mint","English","","","2025-12-21 22:39:45.747000","336","False","False",""
"1","1","Desert of the Mindful","m3c","Near Mint","English","","","2025-12-21 22:39:45.747000","337","False","False",""
"1","1","Desert Warfare","m3c","Near Mint","English","","","2025-12-21 22:14:24.187000","116","False","False",""
"1","1","Deserted Beach","inr","Near Mint","English","","","2025-07-28 19:49:23.767000","276","False","False",""
"1","1","Deserter's Disciple","tla","Near Mint","English","","","2025-12-27 02:04:28.330000","131","False","False",""
"1","1","Desert's Due","otj","Near Mint","English","","","2025-08-17 02:24:43.943000","85","False","False",""
"1","1","Desolate Mire","pip","Near Mint","English","","","2025-08-20 23:30:40.580000","146","False","False",""
"1","1","Despark","brc","Near Mint","English","","","2026-01-17 08:15:45.727000","124","False","False",""
"1","1","Desperate Farmer // Depraved Harvester","inr","Near Mint","English","","","2025-08-17 02:24:43.943000","105","False","False",""
"1","1","Detective of the Month","mkc","Near Mint","English","","","2025-12-20 13:12:41.797000","21","False","False",""
"1","1","Detective's Phoenix","mh3","Near Mint","English","","","2025-02-11 08:26:04.320000","116","False","False",""
"1","1","Detention Chariot","dft","Near Mint","English","","","2026-01-12 23:36:35.140000","12","False","False",""
"1","1","Devil K. Nevil","unf","Near Mint","English","","","2025-06-11 00:32:00.917000","104","False","False",""
"1","1","Devilish Valet","snc","Near Mint","English","","","2025-08-17 02:16:26.873000","105","False","False","0.60"
"1","1","Devoted Duelist","tdm","Near Mint","English","","","2025-04-12 21:46:46.227000","104","False","False",""
"1","1","Devouring Light","scd","Near Mint","English","","","2025-12-20 13:07:01.870000","18","False","False",""
"1","1","Diabolic Intent","bro","Good (Lightly Played)","English","","","2025-08-23 13:59:47.297000","89","False","False","8.11"
"1","1","Diabolic Vision","dsc","Near Mint","English","","","2025-12-22 04:28:46.833000","87","False","False",""
"1","1","Diamond City","pip","Near Mint","English","","","2025-12-26 23:09:53.907000","147","False","False",""
"1","1","Diamond City","pip","Near Mint","English","","","2025-07-28 19:49:23.767000","439","False","False",""
"1","1","Diary of Dreams","sos","Near Mint","English","","","2026-05-08 12:02:52.723000","248","False","False",""
"1","1","Dictate of Heliod","scd","Near Mint","English","","","2025-12-20 13:07:01.870000","19","False","False",""
"1","1","Dictate of the Twin Gods","scd","Near Mint","English","","","2025-11-20 20:43:12.887000","131","False","False",""
"1","1","Dig Site Inventory","sos","Near Mint","English","","","2026-05-08 12:12:08.440000","10","False","False",""
"1","1","Dig Site Inventory","sos","Near Mint","English","foil","","2026-05-08 12:02:52.723000","10","False","False",""
"1","1","Dig Through Time","dsc","Near Mint","English","","","2025-12-22 04:28:59.933000","115","False","False",""
"1","1","Dig Through Time","otc","Near Mint","English","","","2025-12-25 22:44:07.370000","95","False","False",""
